metal,unit,year,mean,median,min,max,origin_var
Cobalt,kg/MW,2050,3.2484171895416893,3.2484171895416893,3.2484171895416893,3.2484171895416893,HTEL - Yttrium
Lanthanum,kg/MW,2050,6.716102781285104,6.025176027975289,5.639215722990287,8.355263157894738,HTEL - Yttrium
Manganese,kg/MW,2050,1.7041197021174337,1.2116870229244459,0.28467345719309267,3.306994104324312,HTEL - Yttrium
Nickel,kg/MW,2050,87.4064660442476,78.00515384754803,28.64901304104121,139.11318430865126,HTEL - Yttrium
Praseodimium,kg/MW,2050,2.6352586534095224,2.6352586534095224,2.6352586534095224,2.6352586534095224,HTEL - Yttrium
Strontium,kg/MW,2050,1.505885631579585,1.2108089371460529,0.8892883801631588,2.3103860584352454,HTEL - Yttrium
Zirconium,kg/MW,2050,51.02731830063581,46.3257285349189,14.326806412530972,81.76311258032824,HTEL - Yttrium
Aluminium,kg metal/kg vehicle,2050,0.0736833748474233,0.0736833748474233,0.0736833748474233,0.0736833748474233,ICEV
Antimony,kg metal/kg vehicle,2050,3.5070899999999997e-07,3.1091339999999997e-07,2.228646e-07,4.98051e-07,ICEV
Beryllium,kg metal/kg vehicle,2050,8.352629999999999e-10,8.5587375e-10,4.86246e-10,1.112634e-09,ICEV
Cerium,kg metal/kg vehicle,2050,1.865682e-06,6.5260875e-09,3.28386e-09,1.472727e-05,ICEV
Cobalt,kg metal/kg vehicle,2050,9.115559999999999e-07,9.475109999999999e-07,5.84424e-07,1.121061e-06,ICEV
Dysprosium,kg metal/kg vehicle,2050,3.7843081999999996e-06,9.908019e-09,5.548038e-09,2.65803e-05,ICEV
Erbium,kg metal/kg vehicle,2050,2.025e-08,2.025e-08,0.0,3.3749999999999995e-08,ICEV
Europium,kg metal/kg vehicle,2050,2.167329545454546e-08,1.6406250000000002e-09,1.5e-09,8.181818181818183e-08,ICEV
Gadolinium,kg metal/kg vehicle,2050,1.1961090000000001e-08,4.5573e-09,1.5e-09,6.46365e-08,ICEV
Gallium,kg metal/kg vehicle,2050,2.494377e-08,8.1849675e-09,4.57608e-09,8.55e-08,ICEV
Germanium,kg metal/kg vehicle,2050,4.52337e-09,4.76540925e-09,2.850297e-09,5.5933199999999995e-09,ICEV
Gold,kg metal/kg vehicle,2050,4.355579999999999e-08,3.7786710000000006e-08,2.772894e-08,6.3015e-08,ICEV
Indium,kg metal/kg vehicle,2050,1.3846529999999999e-08,3.33616125e-09,1.8326549999999998e-09,5.7e-08,ICEV
Lanthanum,kg metal/kg vehicle,2050,1.378797e-06,9.84204e-07,0.0,2.215683e-06,ICEV
Lithium,kg metal/kg vehicle,2050,0.0001174659,1.61616825e-08,8.76879e-09,0.0009384840000000001,ICEV
Manganese,kg metal/kg vehicle,2050,0.0016820639999999998,0.0016820639999999998,0.0016820639999999998,0.0016820639999999998,ICEV
Molybdenum,kg metal/kg vehicle,2050,1.464183e-07,1.48691475e-07,9.313739999999999e-08,1.835274e-07,ICEV
Neodymium,kg metal/kg vehicle,2050,2.9115338000000003e-05,9.631161325e-07,5.1681943e-07,0.0001409482,ICEV
Niobium,kg metal/kg vehicle,2050,5.22174e-06,1.030788e-08,5.8402800000000004e-09,1.6371e-05,ICEV
Palladium,kg metal/kg vehicle,2050,1.381413e-07,1.39320675e-08,7.45569e-09,4.98462e-07,ICEV
Platinum,kg metal/kg vehicle,2050,6.4467e-07,1.6123472549999998e-07,2.0248019999999997e-09,2.9771070000000002e-06,ICEV
Praseodymium,kg metal/kg vehicle,2050,1.249745e-06,2.2976775e-08,1.305915e-08,9.27275e-06,ICEV
Rhenium,kg metal/kg vehicle,2050,7.71639e-11,7.5735825e-11,4.65864e-11,1.035003e-10,ICEV
Rhodium,kg metal/kg vehicle,2050,1.6250000000000003e-09,1.5e-09,1.5e-09,1.8750000000000002e-09,ICEV
Rubidium,kg metal/kg vehicle,2050,1.302732e-09,1.1668244999999999e-09,7.64907e-10,1.897428e-09,ICEV
Ruthenium,kg metal/kg vehicle,2050,8.65902e-10,9.016739999999999e-10,5.08311e-10,1.127016e-09,ICEV
Samarium,kg metal/kg vehicle,2050,4.4992850127090334e-07,3.485522678571428e-07,8.062500000000001e-08,8.474737241379311e-07,ICEV
Scandium,kg metal/kg vehicle,2050,2.0454545454545456e-07,2.0454545454545456e-07,2.0454545454545456e-07,2.0454545454545456e-07,ICEV
Silver,kg metal/kg vehicle,2050,2.3016839999999997e-07,2.1634004999999999e-07,1.399332e-07,3.22611e-07,ICEV
Strontium,kg metal/kg vehicle,2050,2.128062e-05,2.200602e-05,1.3648799999999999e-05,2.619108e-05,ICEV
Tantalum,kg metal/kg vehicle,2050,5.60592e-07,1.69432725e-07,9.328169999999998e-08,1.6244999999999999e-06,ICEV
Tellurium,kg metal/kg vehicle,2050,3.92067e-10,3.8535817499999994e-10,2.370447e-10,5.24382e-10,ICEV
Terbium,kg metal/kg vehicle,2050,3.32013e-07,1.0724602500000001e-09,0.0,2.9789999999999998e-06,ICEV
Tin,kg metal/kg vehicle,2050,7.86276e-06,6.871425e-06,4.96743e-06,1.136478e-05,ICEV
Tungsten,kg metal/kg vehicle,2050,4.566e-09,4.410864e-09,2.893446e-09,6.024329999999999e-09,ICEV
Ytterbium,kg metal/kg vehicle,2050,1.357773e-08,9.116594999999998e-09,0.0,3.0000000000000004e-08,ICEV
Yttrium,kg metal/kg vehicle,2050,3.13182e-08,1.918146e-08,3e-09,1.0636349999999998e-07,ICEV
Zirconium,kg metal/kg vehicle,2050,2.735544e-07,2.25239175e-07,1.932723e-07,3.72537e-07,ICEV
Aluminium,kg/MW,2050,49.5,46.875,39.0,60.0,Nuclear
Boron,kg/MW,2050,3.0,3.0,3.0,3.0,Nuclear
Brass,kg/MW,2050,12.0,12.0,12.0,12.0,Nuclear
Cadmium,kg/MW,2050,1.575,1.21875,0.15,3.0,Nuclear
Chromium,kg/MW,2050,248.75249999999997,113.62875,105.0,657.0,Nuclear
Hafnium,kg/MW,2050,0.15,0.15,0.15,0.15,Nuclear
Indium,kg/MW,2050,1.74,1.4250000000000003,0.48,3.0,Nuclear
Lead,kg/MW,2050,8.43,9.3225,1.2899999999999998,12.0,Nuclear
Manganese,kg/MW,2050,88.52850000000001,72.03562500000001,22.557,154.5,Nuclear
Molybdenum,kg/MW,2050,21.24,21.24,21.24,21.24,Nuclear
Nickel,kg/MW,2050,85.55,86.6625,76.64999999999999,90.0,Nuclear
Niobium,kg/MW,2050,0.6,0.6,0.6,0.6,Nuclear
Silver,kg/MW,2050,2.745,2.6812500000000004,2.49,3.0,Nuclear
Tin,kg/MW,2050,1.38,1.38,1.38,1.38,Nuclear
Tungsten,kg/MW,2050,1.5,1.5,1.5,1.5,Nuclear
Vanadium,kg/MW,2050,0.18,0.18,0.18,0.18,Nuclear
Yttrium,kg/MW,2050,0.15,0.15,0.15,0.15,Nuclear
Zirconium,kg/MW,2050,49.574999999999996,39.46875,9.15,90.0,Nuclear
Aluminium,kg/MW,2050,311.25,308.4375,300.0,322.5,PAFC
Chromium,kg/MW,2050,1500.0,1500.0,1500.0,1500.0,PAFC
Copper,kg/MW,2050,1650.0,1650.0,1650.0,1650.0,PAFC
Lanthanum,kg/MW,2050,0.33299999999999996,0.24974999999999997,0.0,0.6659999999999999,PAFC
Manganese,kg/MW,2050,0.0,0.0,0.0,0.0,PAFC
Molybdenum,kg/MW,2050,6.0,6.0,6.0,6.0,PAFC
Nickel,kg/MW,2050,510.0,510.0,510.0,510.0,PAFC
Palladium,kg/MW,2050,0.15,0.15,0.15,0.15,PAFC
Platinum,kg/MW,2050,2.184837142857143,1.8321428571428573,1.6285714285714292,3.02594,PAFC
Yttrium,kg/MW,2050,0.0,0.0,0.0,0.0,PAFC
Zinc,kg/MW,2050,1025.7896903416072,941.8422677562054,690.0,1361.5793806832144,PAFC
Zirconium,kg/MW,2050,0.0,0.0,0.0,0.0,PAFC
Potassium,kg/MW,2050,41.81818181818181,41.81818181818181,41.81818181818181,41.81818181818181,PEMEL
Ruthenium,kg/MW,2050,0.12513895159813054,0.12513895159813054,0.12513895159813054,0.12513895159813054,PEMEL
Chromium,kg/MW,2050,30.0,30.0,30.0,30.0,PEMFC
Aluminium,kg/MW,2050,222.0,222.0,222.0,222.0,Parabolic Trough - PB
Chromium,kg/MW,2050,660.0,660.0,660.0,660.0,Parabolic Trough - PB
Magnesium,kg/MW,2050,900.0,900.0,900.0,900.0,Parabolic Trough - PB
Manganese,kg/MW,2050,600.0,600.0,600.0,600.0,Parabolic Trough - PB
Molybdenum,kg/MW,2050,60.0,60.0,60.0,60.0,Parabolic Trough - PB
Nickel,kg/MW,2050,282.0,282.0,282.0,282.0,Parabolic Trough - PB
Niobium,kg/MW,2050,0.0,0.0,0.0,0.0,Parabolic Trough - PB
Silver,kg/MW,2050,7.64740243902439,6.071625,1.9215,12.106499999999999,Parabolic Trough - PB
Titanium,kg/MW,2050,7.5,7.5,7.5,7.5,Parabolic Trough - PB
Vanadium,kg/MW,2050,0.57,0.57,0.57,0.57,Parabolic Trough - PB
Zinc,kg/MW,2050,195.0,195.0,195.0,195.0,Parabolic Trough - PB
Aluminium,kg/MW,2050,7687.5,5859.375,375.0,15000.0,SOFC - Y
Chromium,kg/MW,2050,2512.5,2015.625,525.0,4500.0,SOFC - Y
Gadolinium,kg/MW,2050,3.9,3.9,3.9,3.9,SOFC - Y
Manganese,kg/MW,2050,30.299999999999997,30.299999999999997,30.299999999999997,30.299999999999997,SOFC - Y
Molybdenum,kg/MW,2050,0.0,0.0,0.0,0.0,SOFC - Y
Nickel,kg/MW,2050,1050.0,1050.0,1050.0,1050.0,SOFC - Y
Palladium,kg/MW,2050,0.0,0.0,0.0,0.0,SOFC - Y
Platinum,kg/MW,2050,0.0,0.0,0.0,0.0,SOFC - Y
Zinc,kg/MW,2050,151.5,151.5,151.5,151.5,SOFC - Y
Zirconium,kg/MW,2050,204.75,174.5625,84.0,325.5,SOFC - Y
Aluminium,kg/MW,2050,234.0,213.0,150.0,318.0,Wind-DDPM
Boron,kg/MW,2050,2.0371875,2.0025,1.7999999999999998,2.2087499999999998,Wind-DDPM
Chromium,kg/MW,2050,142.7295,110.01299999999999,71.7,253.64999999999998,Wind-DDPM
Copper,kg/MW,2050,1438.8,977.55,445.2,3000.0,Wind-DDPM
Lead,kg/MW,2050,2016.0,2016.0,2016.0,2016.0,Wind-DDPM
Manganese,kg/MW,2050,126.975,99.46875,16.95,237.0,Wind-DDPM
Molybdenum,kg/MW,2050,31.031499999999994,30.173624999999998,22.5945,37.8,Wind-DDPM
Nickel,kg/MW,2050,102.87419999999999,93.05324999999999,33.3,183.0,Wind-DDPM
Niobium,kg/MW,2050,11.297099999999999,11.297099999999999,11.297099999999999,11.297099999999999,Wind-DDPM
Praseodymium,kg/MW,2050,15.709750000000001,14.3325,5.88,24.80625,Wind-DDPM
Terbium,kg/MW,2050,1.4000000000000001,1.4084999999999999,0.162,2.1,Wind-DDPM
Vanadium,kg/MW,2050,13.556805,10.167603750000001,0.0,27.113609999999998,Wind-DDPM
Aluminium,kg/MW,2050,483.75,430.5,372.0,663.0,Wind-Gearbox
Boron,kg/MW,2050,0.18,0.18,0.0,0.3,Wind-Gearbox
Chromium,kg/MW,2050,169.08,145.0425,107.66999999999999,253.64999999999998,Wind-Gearbox
Manganese,kg/MW,2050,163.65,179.7375,16.95,240.0,Wind-Gearbox
Molybdenum,kg/MW,2050,31.447499999999998,30.1725,22.590000000000003,37.8,Wind-Gearbox
Niobium,kg/MW,2050,11.31,11.31,11.31,11.31,Wind-Gearbox
Praseodymium,kg/MW,2050,1.9032000000000002,1.56,0.0,4.68,Wind-Gearbox
Terbium,kg/MW,2050,0.1575,0.12375,0.0,0.3,Wind-Gearbox
Vanadium,kg/MW,2050,13.56,10.17,0.0,27.12,Wind-Gearbox
Zinc,kg/MW,2050,1644.9999999999998,1646.25,1635.0,1650.0,Wind-Gearbox
Aluminium,kg/MW,2050,16.425,12.881250000000001,2.25,30.599999999999998,a-Si
Boron,kg/MW,2050,0.00024,0.00024,0.00024,0.00024,a-Si
Cadmium,kg/MW,2050,1.1898,1.1898,1.1898,1.1898,a-Si
Chromium,kg/MW,2050,190.2,190.2,190.2,190.2,a-Si
Molybdenum,kg/MW,2050,3.1859999999999995,3.1859999999999995,3.1859999999999995,3.1859999999999995,a-Si
Nickel,kg/MW,2050,100.2,100.2,100.2,100.2,a-Si
Tellurium,kg/MW,2050,1.3499999999999999,1.3499999999999999,1.3499999999999999,1.3499999999999999,a-Si
Tin,kg/MW,2050,25.161,23.592,1.596,42.963,a-Si
Aluminium,kg/MW,2050,601.125,451.40625,2.25,1200.0,c-Si
Lead,kg/MW,2050,41.430499999999995,16.729875,1.7775,100.8,c-Si
Nickel,kg/MW,2050,0.39,0.39,0.39,0.39,c-Si
Tin,kg/MW,2050,105.162,88.17750000000001,37.224,173.1,c-Si
Zinc,kg/MW,2050,5.020499999999999,5.020499999999999,5.020499999999999,5.020499999999999,c-Si
